"","X1","STATE.ABBREVIATION","STATE","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF.ELECTION.VOTES..LA.","GE.RUNOFF.ELECTION....LA.","COMBINED.GE.PARTY.TOTALS..CT..NY..SC.","COMBINED....CT..NY..SC.","GE.WINNER.INDICATOR","FOOTNOTES","X","year"
"726",727,"CT","Connecticut","05","H2CT05172","","Chris","Donovan","Donovan, Chris","","D*","9,216","32.32%","","","","","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",NA,"2012"
"727",728,"CT","Connecticut","05","H2CT05123","","Dan","Roberti","Roberti, Dan","","D","6,582","23.08%","","","","","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",NA,"2012"
"728",729,"CT","Connecticut","05","H2CT05198","","Randy Christopher","Yale","Yale, Randy Christopher","","D","","","","","","","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",NA,"2012"
"730",731,"CT","Connecticut","05","H2CT05206","","Andrew","Roraback","Roraback, Andrew","","IP","","","","","9,710","3.41%","","","138,637","48.69%","","",NA,"2012"
"731",732,"CT","Connecticut","05","H2CT05206","","Andrew","Roraback","Roraback, Andrew","","R*","9,536","32.11%","","","128,927","45.28%","","","138,637","48.69%","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",NA,"2012"
"732",733,"CT","Connecticut","05","H0CT05150","","Mark","Greenberg","Greenberg, Mark","","R","8,033","27.05%","","","","","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",NA,"2012"
"733",734,"CT","Connecticut","05","H0CT05119","","Justin","Bernier","Bernier, Justin","","R","6,167","20.76%","","","","","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",NA,"2012"
"734",735,"CT","Connecticut","05","H2CT05149","","Lisa","Wilson Foley","Wilson Foley, Lisa","","R","5,966","20.09%","","","","","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",NA,"2012"
"735",736,"CT","Connecticut","05","H2CT05156","","Michael","Clark","Clark, Michael","","R","","","","","","","","","","","","* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate.",NA,"2012"
"737",738,"CT","Connecticut","05","H0CT05127","","John","Pistone","Pistone, John","","W","","","","","12","0.00%","","","","","","",NA,"2012"
"738",739,"CT","Connecticut","05","H2CT05214","","Russ","Jaeger","Jaeger, Russ","","W","","","","","10","0.00%","","","","","","",NA,"2012"
"743",744,"CT","Connecticut","S","S2CT00132","","Christopher S.","Murphy","Murphy, Christopher S.","","WF","","","","","35,778","2.37%","","","828,761","54.82%","W","",NA,"2012"
"744",745,"CT","Connecticut","S","S2CT00132","","Christopher S.","Murphy","Murphy, Christopher S.","","D*","94,424","66.72%","","","792,983","52.45%","","","828,761","54.82%","W","A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic convention for the U.S. Senate was held on May 12, 2012, and the Republican convention was held on May 18, 2012.  The convention vote totals on the next tab were obtained from the state parties.  An asterisk denotes the party’s endorsed candidate.",NA,"2012"
"745",746,"CT","Connecticut","S","S2CT00140","","Susan","Bysiewicz","Bysiewicz, Susan","","D","47,109","33.28%","","","","","","","","","","A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic convention for the U.S. Senate was held on May 12, 2012, and the Republican convention was held on May 18, 2012.  The convention vote totals on the next tab were obtained from the state parties.  An asterisk denotes the party’s endorsed candidate.",NA,"2012"
"746",747,"CT","Connecticut","S","S2CT00207","","Matthew John","Oakes","Oakes, Matthew John","","D","","","","","","","","","","","","A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic convention for the U.S. Senate was held on May 12, 2012, and the Republican convention was held on May 18, 2012.  The convention vote totals on the next tab were obtained from the state parties.  An asterisk denotes the party’s endorsed candidate.",NA,"2012"
"747",748,"CT","Connecticut","S","S2CT00215","","Sylvester","Salcedo","Salcedo, Sylvester","","D","","","","","","","","","","","","A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic convention for the U.S. Senate was held on May 12, 2012, and the Republican convention was held on May 18, 2012.  The convention vote totals on the next tab were obtained from the state parties.  An asterisk denotes the party’s endorsed candidate.",NA,"2012"
"748",749,"CT","Connecticut","S","S2CT00157","","William M.","Tong","Tong, William M.","","D","","","","","","","","","","","","A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic convention for the U.S. Senate was held on May 12, 2012, and the Republican convention was held on May 18, 2012.  The convention vote totals on the next tab were obtained from the state parties.  An asterisk denotes the party’s endorsed candidate.",NA,"2012"
"749",750,"CT","Connecticut","S","S0CT00185","","L. Lee","Whitnum","Whitnum, L. Lee","","D","","","","","","","","","","","","A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic convention for the U.S. Senate was held on May 12, 2012, and the Republican convention was held on May 18, 2012.  The convention vote totals on the next tab were obtained from the state parties.  An asterisk denotes the party’s endorsed candidate.",NA,"2012"
"751",752,"CT","Connecticut","S","S0CT00151","","Linda E.","McMahon","McMahon, Linda E.","","IP","","","","","46,520","3.08%","","","651,089","43.07%","","",NA,"2012"
"752",753,"CT","Connecticut","S","S0CT00151","","Linda E.","McMahon","McMahon, Linda E.","","R*","82,646","72.85%","","","604,569","39.99%","","","651,089","43.07%","","A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic convention for the U.S. Senate was held on May 12, 2012, and the Republican convention was held on May 18, 2012.  The convention vote totals on the next tab were obtained from the state parties.  An asterisk denotes the party’s endorsed candidate.",NA,"2012"
