"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","COMBINED.GE.PARTY.TOTALS..CT..NY..SC.","COMBINED....CT..NY..SC.","FOOTNOTES","X","X.1","X.2","year"
"4369",4370,"Tennessee","TN","01","H6TN01388","(I)","David Philip","Roe","Roe, David Philip","","R","78,862","","","","123,006","80.84%","","","","",NA,NA,"2010"
"4370",4371,"Tennessee","TN","01","H6TN01487","","Mahmood (Michael)","Sabri","Sabri, Mahmood (Michael)","","R","3,546","","","","","","","","","",NA,NA,"2010"
"4372",4373,"Tennessee","TN","01","H0TN01027 ","","Michael Edward","Clark","Clark, Michael Edward","","D","9,012","","","","26,045","17.12%","","","","",NA,NA,"2010"
"4374",4375,"Tennessee","TN","01","H0TN01035","","Kermit E.","Steck","Steck, Kermit E.","","IND","","","","","3,110","2.04%","","","","",NA,NA,"2010"
"4377",4378,"Tennessee","TN","02","H8TN02069","(I)","John J., Jr.","Duncan","Duncan, John J., Jr.","","R","92,414","","","","141,796","81.78%","","","","",NA,NA,"2010"
"4379",4380,"Tennessee","TN","02","H0TN02058 ","","Dave","Hancock","Hancock, Dave","","D","9,778","","","","25,400","14.65%","","","","",NA,NA,"2010"
"4381",4382,"Tennessee","TN","02","H0TN02082","","Joseph R., Jr.","Leinweber","Leinweber, Joseph R., Jr.","","IND","","","","","2,497","1.44%","","","","",NA,NA,"2010"
"4382",4383,"Tennessee","TN","02","H0TN02066 ","","D.H. (Andy)","Andrew","Andrew, D.H. (Andy)","","IND","","","","","1,993","1.15%","","","","",NA,NA,"2010"
"4383",4384,"Tennessee","TN","02","H4TN02035","","Greg ","Samples","Samples, Greg ","","IND","","","","","1,185","0.68%","","","","",NA,NA,"2010"
"4384",4385,"Tennessee","TN","02","H0TN02074","","H. James","Headings","Headings, H. James","","IND","","","","","509","0.29%","","","","",NA,NA,"2010"
"4387",4388,"Tennessee","TN","03","H0TH03254","","Chuck ","Fleischmann","Fleischmann, Chuck ","","R","26,869","","","","92,032","56.79%","","","","",NA,NA,"2010"
"4388",4389,"Tennessee","TN","03","H0TN03296","","Robin","Smith","Smith, Robin","","R","25,454","","","","","","","","","",NA,NA,"2010"
"4389",4390,"Tennessee","TN","03","H0TN03213","","Tim","Gobble","Gobble, Tim","","R","14,274","","","","","","","","","",NA,NA,"2010"
"4390",4391,"Tennessee","TN","03","H0TN03270","","Van","Irion","Irion, Van","","R","10,492","","","","","","","","","",NA,NA,"2010"
"4391",4392,"Tennessee","TN","03","H0TN03288","","Tommy ","Crangle","Crangle, Tommy ","","R","5,149","","","","","","","","","",NA,NA,"2010"
"4392",4393,"Tennessee","TN","03","H0TN03239","","Art","Rhodes","Rhodes, Art","","R","4,552","","","","","","","","","",NA,NA,"2010"
"4393",4394,"Tennessee","TN","03","H4TN03165","","Jean ""Lady J""","Howard-Hill","Howard-Hill, Jean ""Lady J""","","R","1,259","","","","","","","","","",NA,NA,"2010"
"4394",4395,"Tennessee","TN","03","H0TN03361","","Rick","Kernea","Kernea, Rick","","R","739","","","","","","","","","",NA,NA,"2010"
"4395",4396,"Tennessee","TN","03","H0TN03353 ","","Harvey","Howard","Howard, Harvey","","R","670","","","","","","","","","",NA,NA,"2010"
"4396",4397,"Tennessee","TN","03","H0TN03411","","Basil, Sr.","Marceaux","Marceaux, Basil, Sr.","","R","655","","","","","","","","","",NA,NA,"2010"
"4397",4398,"Tennessee","TN","03","H0TN03379","","Grover","Travillian","Travillian, Grover","","","440","","","","","","","","","",NA,NA,"2010"
"4399",4400,"Tennessee","TN","03","H0TN03346 ","","John ","Wolfe","Wolfe, John ","","D","7,006","","","","45,387","28.01%","","","","",NA,NA,"2010"
"4400",4401,"Tennessee","TN","03","H0TN03312","","Brenda Freeman","Short","Short, Brenda Freeman","","D","4,530","","","","","","","","","",NA,NA,"2010"
"4401",4402,"Tennessee","TN","03","H0TN03338 ","","Brent Davis","Staton","Staton, Brent Davis","","D","3,814","","","","","","","","","",NA,NA,"2010"
"4402",4403,"Tennessee","TN","03","H0TN03320","","Alicia ","Mitchell","Mitchell, Alicia ","","D","2,647","","","","","","","","","",NA,NA,"2010"
"4405",4406,"Tennessee","TN","03","H0TN03403","","Savas T.","Kyriakidis","Kyriakidis, Savas T.","","IND","","","","","17,077","10.54%","","","","",NA,NA,"2010"
"4406",4407,"Tennessee","TN","03","H0TN03221","","Mark","DeVol","DeVol, Mark","","IND","","","","","5,773","3.56%","","","","",NA,NA,"2010"
"4407",4408,"Tennessee","TN","03","H0TN03429","","Don ","Barkman","Barkman, Don ","","IND","","","","","811","0.50%","","","","",NA,NA,"2010"
"4408",4409,"Tennessee","TN","03","H0TN03387","","Gregory C.","Goodwin","Goodwin, Gregory C.","","IND","","","","","380","0.23%","","","","",NA,NA,"2010"
"4409",4410,"Tennessee","TN","03","H0TN03395 ","","Robert ","Humphries","Humphries, Robert ","","IND","","","","","380","0.23%","","","","",NA,NA,"2010"
"4410",4411,"Tennessee","TN","03","H0TN03304","","Mo","Kiah","Kiah, Mo","","IND","","","","","216","0.13%","","","","",NA,NA,"2010"
"4413",4414,"Tennessee","TN","04","H0TN04195","","Scott","DesJarlais","DesJarlais, Scott","","R","27,812","","","","103,969","57.07%","","","","",NA,NA,"2010"
"4414",4415,"Tennessee","TN","04","H0TN04203","","Jack","Bailey","Bailey, Jack","","R","20,420","","","","","","","","","",NA,NA,"2010"
"4415",4416,"Tennessee","TN","04","H8TN04057","","Kent","Greenough","Greenough, Kent","","R","11,413","","","","","","","","","",NA,NA,"2010"
"4416",4417,"Tennessee","TN","04","H0TN04229","","Ronald L. ","Harwell","Harwell, Ronald L. ","","R","9,237","","","","","","","","","",NA,NA,"2010"
"4417",4418,"Tennessee","TN","04","H6TN04176","","Donald ""Don""","Strong","Strong, Donald ""Don""","","R","5,992","","","","","","","","","",NA,NA,"2010"
"4419",4420,"Tennessee","TN","04","H4TN04203","(I)","Lincoln","Davis","Davis, Lincoln","","D","41,573","","","","70,254","38.56%","","","","",NA,NA,"2010"
"4421",4422,"Tennessee","TN","04","H0TN04237","","Paul H.","Curtis","Curtis, Paul H.","","IND","","","","","3,178","1.74%","","","","",NA,NA,"2010"
"4422",4423,"Tennessee","TN","04","H0TN04252 ","","Gerald","York","York, Gerald","","IND","","","","","2,159","1.19%","","","","",NA,NA,"2010"
"4423",4424,"Tennessee","TN","04","H8TN04065","","James","Gray","Gray, James","","IND","","","","","1,714","0.94%","","","","",NA,NA,"2010"
"4424",4425,"Tennessee","TN","04","H0TN04245 ","","Richard S.","Johnson","Johnson, Richard S.","","IND","","","","","917","0.50%","","","","",NA,NA,"2010"
"4427",4428,"Tennessee","TN","05 ","H2TN05131","(I)","Jim","Cooper","Cooper, Jim","","D","28,660","","","","99,162","56.23%","","","","",NA,NA,"2010"
"4428",4429,"Tennessee","TN","05","H0TN05200 ","","Eric","Pearson","Pearson, Eric","","D","2,214","","","","","","","","","",NA,NA,"2010"
"4429",4430,"Tennessee","TN","05","H0TN05218","","Eric","Schechter","Schechter, Eric","","D","1,213","","","","","","","","","",NA,NA,"2010"
"4431",4432,"Tennessee","TN","05","H0TN05184","","David ","Hall","Hall, David ","","R","11,933","","","","74,204","42.07%","","","","",NA,NA,"2010"
"4432",4433,"Tennessee","TN","05","H0TN05143","","Jeffery Alan","Hartline","Hartline, Jeffery Alan","","R","10,009","","","","","","","","","",NA,NA,"2010"
"4433",4434,"Tennessee","TN","05","H0TN05309","","CeCe","Heil","Heil, CeCe","","R","9,767","","","","","","","","","",NA,NA,"2010"
"4434",4435,"Tennessee","TN","05","H8TN05260","","Vijay ","Kumar","Kumar, Vijay ","","R","3,158","","","","","","","","","",NA,NA,"2010"
"4435",4436,"Tennessee","TN","05","H0TN05226 ","","Bob ","Schwartz","Schwartz, Bob ","","R","2,375","","","","","","","","","",NA,NA,"2010"
"4436",4437,"Tennessee","TN","05","H0TN05168","","Lonnie ","Spivak","Spivak, Lonnie ","","R","1,530","","","","","","","","","",NA,NA,"2010"
"4437",4438,"Tennessee","TN","05","H0TN05168","","Jarod D.","Scott","Scott, Jarod D.","","R","1,385","","","","","","","","","",NA,NA,"2010"
"4438",4439,"Tennessee","TN","05","H0TN05127","","Patrick ","Miranda","Miranda, Patrick ","","R","1,212","","","","","","","","","",NA,NA,"2010"
"4439",4440,"Tennessee","TN","05","H0TN05242 ","","Tracy C.","Tarum","Tarum, Tracy C.","","R","1,129","","","","","","","","","",NA,NA,"2010"
"4440",4441,"Tennessee","TN","05","H0TN05150","","Bob ","Ries","Ries, Bob ","","R","562","","","","","","","","","",NA,NA,"2010"
"4441",4442,"Tennessee","TN","05","H0TN05234","","Alvin M.","Strauss","Strauss, Alvin M.","","R","319","","","","","","","","","",NA,NA,"2010"
"4443",4444,"Tennessee","TN","05","H0TN05101","","Stephen W. ","Collings","Collings, Stephen W. ","","IND","","","","","584","0.33%","","","","",NA,NA,"2010"
"4444",4445,"Tennessee","TN","05","H0TN05275 ","","John ""Big John""","Smith","Smith, John ""Big John""","","IND","","","","","533","0.30%","","","","",NA,NA,"2010"
"4445",4446,"Tennessee","TN","05","H0TN05119","","Jackie ","Miller","Miller, Jackie ","","IND","","","","","444","0.25%","","","","",NA,NA,"2010"
"4446",4447,"Tennessee","TN","05","H8TN05252","","John P.","Miglietta","Miglietta, John P.","","IND","","","","","396","0.22%","","","","",NA,NA,"2010"
"4447",4448,"Tennessee","TN","05","H0TN05259 ","","Bill ","Crook","Crook, Bill ","","IND","","","","","391","0.22%","","","","",NA,NA,"2010"
"4448",4449,"Tennessee","TN","05","H0TN05291","","James G., II","Whitfield","Whitfield, James G., II","","IND","","","","","333","0.19%","","","","",NA,NA,"2010"
"4449",4450,"Tennessee","TN","05","H0TN05267 ","","Joe D., Jr.","Moore","Moore, Joe D., Jr.","","IND","","","","","159","0.09%","","","","",NA,NA,"2010"
"4450",4451,"Tennessee","TN","05","H0TN05283 ","","Clark ","Taylor","Taylor, Clark ","","IND","","","","","156","0.09%","","","","",NA,NA,"2010"
"4453",4454,"Tennessee","TN","06","H0TN06257","","Diane ","Black","Black, Diane ","","R","24,374","","","","128,517","67.26%","","","","",NA,NA,"2010"
"4454",4455,"Tennessee","TN","06","H0TN06224","","Lou Ann","Zelenik","Zelenik, Lou Ann","","R","24,091","","","","","","","","","",NA,NA,"2010"
"4455",4456,"Tennessee","TN","06","H0TN06240","","Jim ","Tracy","Tracy, Jim ","","R","23,808","","","","","","","","","",NA,NA,"2010"
"4456",4457,"Tennessee","TN","06","H0TN06208","","Dave ","Evans","Evans, Dave ","","R","3,974","","","","","","","","","",NA,NA,"2010"
"4457",4458,"Tennessee","TN","06","H0TN06216","","Kerry E.","Roberts","Roberts, Kerry E.","","R","2,482","","","","","","","","","",NA,NA,"2010"
"4458",4459,"Tennessee","TN","06","H0TN06323","","Bruce ","McLellan","McLellan, Bruce ","","R","695","","","","","","","","","",NA,NA,"2010"
"4459",4460,"Tennessee","TN","06","H0TN06216","","Gary Dewitt ","Mann","Mann, Gary Dewitt ","","R","465","","","","","","","","","",NA,NA,"2010"
"4461",4462,"Tennessee","TN","06","H0TN06273","","Brett ","Carter","Carter, Brett ","","D","9,430","","","","56,145","29.38%","","","","",NA,NA,"2010"
"4462",4463,"Tennessee","TN","06","H0TN06281","","Ben","Leming","Leming, Ben","","D","9,208","","","","","","","","","",NA,NA,"2010"
"4463",4464,"Tennessee","TN","06","H0TN06307","","Henry Clay","Barry","Barry, Henry Clay","","D","8,917","","","","","","","","","",NA,NA,"2010"
"4464",4465,"Tennessee","TN","06","H0TN06315 ","","Devora E.","Butler","Butler, Devora E.","","D","2,777","","","","","","","","","",NA,NA,"2010"
"4465",4466,"Tennessee","TN","06","H0TN06265","","George T.","Erdel","Erdel, George T.","","D","817","","","","","","","","","",NA,NA,"2010"
"4467",4468,"Tennessee","TN","06","H0TN06331","","Jim ","Boyd","Boyd, Jim ","","IND","","","","","2,157","1.13%","","","","",NA,NA,"2010"
"4468",4469,"Tennessee","TN","06","H0TN06349 ","","David ","Purcell","Purcell, David ","","IND","","","","","1,296","0.68%","","","","",NA,NA,"2010"
"4469",4470,"Tennessee","TN","06","H0TN04211","","Tommy N. ","Hay","Hay, Tommy N. ","","IND","","","","","1,270","0.66%","","","","",NA,NA,"2010"
"4470",4471,"Tennessee","TN","06","H0TN06299","","Brandon E.","Gore","Gore, Brandon E.","","IND","","","","","1,103","0.58%","","","","",NA,NA,"2010"
"4471",4472,"Tennessee","TN","06","H0TN06356","","Stephen R. ","Sprague","Sprague, Stephen R. ","","IND","","","","","596","0.31%","","","","",NA,NA,"2010"
"4474",4475,"Tennessee","TN","07","H2TN06030","(I)","Marsha ","Blackburn","Blackburn, Marsha ","","R","97,088","","","","158,916","72.37%","","","","",NA,NA,"2010"
"4476",4477,"Tennessee","TN","07","H2TN07214","","Greg ","Rabidoux","Rabidoux, Greg ","","D","23,235","","","","54,347","24.75%","","","","",NA,NA,"2010"
"4478",4479,"Tennessee","TN","07","H0TN07230 ","","J. W. (Bill) ","Stone","Stone, J. W. (Bill) ","","IND","","","","","6,320","2.88%","","","","",NA,NA,"2010"
"4481",4482,"Tennessee","TN","08","H0TN08246","","Stephen Lee","Fincher","Fincher, Stephen Lee","","R","35,024","","","","98,759","58.99%","","","","",NA,NA,"2010"
"4482",4483,"Tennessee","TN","08","H0TN08261","","Ron ","Kirkland","Kirkland, Ron ","","R","17,637","","","","","","","","","",NA,NA,"2010"
"4483",4484,"Tennessee","TN","08","H0TN08287","","George  ","Flinn","Flinn, George  ","","R","17,308","","","","","","","","","",NA,NA,"2010"
"4484",4485,"Tennessee","TN","08","H0TN08303","","Randy ","Smith","Smith, Randy ","","R","1,546","","","","","","","","","",NA,NA,"2010"
"4485",4486,"Tennessee","TN","08","H0TN08337 ","","Ben ","Watts","Watts, Ben ","","R","720","","","","","","","","","",NA,NA,"2010"
"4486",4487,"Tennessee","TN","08","H2TN08077","","James","Hart","Hart, James","","W(REP)/W","4","","","","9","0.01%","","","","",NA,NA,"2010"
"4488",4489,"Tennessee","TN","08","H0TN08253","","Roy","Herron","Herron, Roy","","D","27,139","","","","64,960","38.80%","","","","",NA,NA,"2010"
"4489",4490,"Tennessee","TN","08","H0TN08311 ","","Kimberlee E.","Smith","Smith, Kimberlee E.","","D","12,971","","","","","","","","","",NA,NA,"2010"
"4491",4492,"Tennessee","TN","08","H0TN08238","","Donn ","Janes","Janes, Donn ","","IND","","","","","2,440","1.46%","","","","",NA,NA,"2010"
"4492",4493,"Tennessee","TN","08","H0TN08329 ","","Mark J. ","Rawles","Rawles, Mark J. ","","IND","","","","","1,237","0.74%","","","","",NA,NA,"2010"
"4495",4496,"Tennessee","TN","09","H6TN09068","(I)","Steve","Cohen","Cohen, Steve","","D","63,402","","","","99,827","74.00%","","","","",NA,NA,"2010"
"4496",4497,"Tennessee","TN","09","H0TN09046","","Willie W. ","Herenton","Herenton, Willie W. ","","D","17,153","","","","","","","","","",NA,NA,"2010"
"4498",4499,"Tennessee","TN","09","H0TN09061","","Charlotte ","Bergmann","Bergmann, Charlotte ","","R","13,295","","","","33,879","25.11%","","","","",NA,NA,"2010"
"4499",4500,"Tennessee","TN","09","H0TN09095","","James","Harrell","Harrell, James","","R","7,165","","","","","","","","","",NA,NA,"2010"
"4500",4501,"Tennessee","TN","09","H0TN09053","","Kevin","Millen","Millen, Kevin","","R","1,199","","","","","","","","","",NA,NA,"2010"
"4502",4503,"Tennessee","TN","09","H0TN09087 ","","Sandra ","Sullivan","Sullivan, Sandra ","","IND","","","","","673","0.50%","","","","",NA,NA,"2010"
"4503",4504,"Tennessee","TN","09","H0TN09079","","Perry ","Steele","Steele, Perry ","","IND","","","","","528","0.39%","","","","",NA,NA,"2010"
"4507",4508,"Texas","TX","01","H4TX04039","(I)","Louie ","Gohmert","Gohmert, Louie ","","R","54,478","100.00%","","","129,398","89.73%","","","","",NA,NA,"2010"
"4509",4510,"Texas","TX","01","H0TX01090","","Charles F., III","Parkes","Parkes, Charles F., III","","LIB","*","","","","14,811","10.27%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4510",4511,"Texas","TX","01","H6TX01220","","Donald","Perkison","Perkison, Donald","","LIB","","","","","","","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4513",4514,"Texas","TX","02","H4TX02108","(I)","Ted","Poe","Poe, Ted","","R","39,685","100.00%","","","130,020","88.61%","","","","",NA,NA,"2010"
"4515",4516,"Texas","TX","02","H0TX02072","","David W.","Smith","Smith, David W.","","LIB","*","","","","16,711","11.39%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4518",4519,"Texas","TX","03","H2TX03118","(I)","Sam","Johnson","Johnson, Sam","","R","40,661","100.00%","","","101,180","66.28%","","","","",NA,NA,"2010"
"4520",4521,"Texas","TX","03","H0TX03088","","John","Lingenfelder","Lingenfelder, John","","D","5,306","100.00%","","","47,848","31.34%","","","","",NA,NA,"2010"
"4522",4523,"Texas","TX","03","H2TX27117","","Christopher J.","Claytor","Claytor, Christopher J.","","LIB","*","","","","3,602","2.36%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4523",4524,"Texas","TX","03","H8TX03065","","Harry","Pierce","Pierce, Harry","","W","","","","","22","0.01%","","","","",NA,NA,"2010"
"4526",4527,"Texas","TX","04","H0TX04037","(I)","Ralph M.","Hall","Hall, Ralph M.","","R","39,579","57.36%","","","136,338","73.19%","","","","",NA,NA,"2010"
"4527",4528,"Texas","TX","04","H4TX04070","","Steve","Clark","Clark, Steve","","R","20,496","29.70%","","","","","","","","",NA,NA,"2010"
"4528",4529,"Texas","TX","04","H0TX04102","","John","Cooper","Cooper, John","","R","3,748","5.43%","","","","","","","","",NA,NA,"2010"
"4529",4530,"Texas","TX","04","H6TX04067","","Jerry Ray (Tea)","Hall","Hall, Jerry Ray (Tea)","","R","3,190","4.62%","","","","","","","","",NA,NA,"2010"
"4530",4531,"Texas","TX","04","H0TX04136","","Lou","Gigliotti","Gigliotti, Lou","","R","1,044","1.51%","","","","","","","","",NA,NA,"2010"
"4531",4532,"Texas","TX","04","H8TX04121","","Joshua","Kowert","Kowert, Joshua","","R","947","1.37%","","","","","","","","",NA,NA,"2010"
"4533",4534,"Texas","TX","04","H8TX04139","","VaLinda","Hathcox","Hathcox, VaLinda","","D","13,783","100.00%","","","40,975","22.00%","","","","",NA,NA,"2010"
"4535",4536,"Texas","TX","04","H0TX04110","","Jim D.","Prindle","Prindle, Jim D.","","LIB","*","","","","4,729","2.54%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4536",4537,"Texas","TX","04","H0TX04144","","Shane","Shepard","Shepard, Shane","","IND","","","","","4,244","2.28%","","","","",NA,NA,"2010"
"4539",4540,"Texas","TX","05","H2TX05121","(I)","Jeb","Hensarling","Hensarling, Jeb","","R","49,295","100.00%","","","106,742","70.53%","","","","",NA,NA,"2010"
"4541",4542,"Texas","TX","05","H0TX05091","","Tom","Berry","Berry, Tom","","D","17,262","100.00%","","","41,649","27.52%","","","","",NA,NA,"2010"
"4543",4544,"Texas","TX","05","H8TX05052","","Ken","Ashby","Ashby, Ken","","LIB","*","","","","2,958","1.95%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4546",4547,"Texas","TX","06","H4TX06117","(I)","Joe L. ","Barton","Barton, Joe L. ","","R","46,095","100.00%","","","107,140","65.91%","","","","",NA,NA,"2010"
"4548",4549,"Texas","TX","06","H0TX06065","","David E.","Cozad","Cozad, David E.","","D","8,743","100.00%","","","50,717","31.20%","","","","",NA,NA,"2010"
"4550",4551,"Texas","TX","06","H0TX06073","","Byron","Severns","Severns, Byron","","LIB","*","","","","4,700","2.89%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4553",4554,"Texas","TX","07","H0TX07055","(I)","John","Culberson","Culberson, John","","R","43,567","100.00%","","","143,655","81.45%","","","","",NA,NA,"2010"
"4555",4556,"Texas","TX","07","H0TX07121","","Bob","Townsend","Townsend, Bob","","LIB","*","","","","31,704","17.98%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4556",4557,"Texas","TX","07","H8TX07066","","Drew","Parks","Parks, Drew","","LIB","","","","","","","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4557",4558,"Texas","TX","07","H0TX07147","","Lissa","Squiers","Squiers, Lissa","","W","","","","","1,019","0.58%","","","","",NA,NA,"2010"
"4560",4561,"Texas","TX","08","H6TX08100","(I)","Kevin","Brady","Brady, Kevin","","R","52,595","79.31%","","","161,417","80.27%","","","","",NA,NA,"2010"
"4561",4562,"Texas","TX","08","H0TX08095","","Scott","Baker","Baker, Scott","","R","8,614","12.99%","","","","","","","","",NA,NA,"2010"
"4562",4563,"Texas","TX","08","H0TX08079","","Tyler","Russell","Russell, Tyler","","R","3,542","5.34%","","","","","","","","",NA,NA,"2010"
"4563",4564,"Texas","TX","08","H0TX08103","","Melecio","Franco","Franco, Melecio","","R","1,565","2.36%","","","","","","","","",NA,NA,"2010"
"4565",4566,"Texas","TX","08","H8TX08056","","Kent","Hargett","Hargett, Kent","","D","15,030","100.00%","","","34,694","17.25%","","","","",NA,NA,"2010"
"4567",4568,"Texas","TX","08","H0TX08087","","Bruce","West","West, Bruce","","LIB","*","","","","4,988","2.48%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4570",4571,"Texas","TX","09","H4TX09095","(I)","Al","Green","Green, Al","","D","21,465","100.00%","","","80,107","75.74%","","","","",NA,NA,"2010"
"4572",4573,"Texas","TX","09","H0TX09143","","Steve","Mueller","Mueller, Steve","","R","4,629","66.64%","","","24,201","22.88%","","","","",NA,NA,"2010"
"4573",4574,"Texas","TX","09","H0TX09135","","Dave","Bannen","Bannen, Dave","","R","2,317","33.36%","","","","","","","","",NA,NA,"2010"
"4575",4576,"Texas","TX","09","H0TX09150","","Michael W.","Hope","Hope, Michael W.","","LIB","*","","","","1,459","1.38%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4578",4579,"Texas","TX","10","H4TX10093","(I)","Michael","McCaul","McCaul, Michael","","R","46,881","82.87%","","","144,980","64.67%","","","","",NA,NA,"2010"
"4579",4580,"Texas","TX","10","H0TX10182","","Rick","Martin","Martin, Rick","","R","5,038","8.90%","","","","","","","","",NA,NA,"2010"
"4580",4581,"Texas","TX","10","H0TX10174","","Joe","Petronis","Petronis, Joe","","R","4,656","8.23%","","","","","","","","",NA,NA,"2010"
"4582",4583,"Texas","TX","10","H6TX10106","","Ted","Ankrum","Ankrum, Ted","","D","15,373","100.00%","","","74,086","33.05%","","","","",NA,NA,"2010"
"4584",4585,"Texas","TX","10","H0TX10190","","Jeremiah ""JP""","Perkins","Perkins, Jeremiah ""JP""","","LIB","*","","","","5,105","2.28%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4587",4588,"Texas","TX","11","H4TX19136","(I)","Mike","Conaway","Conaway, Mike","","R","55,610","77.37%","","","125,581","80.84%","","","","",NA,NA,"2010"
"4588",4589,"Texas","TX","11","H0TX11115","","Chris","Younts","Younts, Chris","","R","9,586","13.34%","","","","","","","","",NA,NA,"2010"
"4589",4590,"Texas","TX","11","H0TX11123","","Al","Cowan","Cowan, Al","","R","6,680","9.29%","","","","","","","","",NA,NA,"2010"
"4591",4592,"Texas","TX","11","H0TX11131","","James","Quillian","Quillian, James","","D","8,378","100.00%","","","23,989","15.44%","","","","",NA,NA,"2010"
"4593",4594,"Texas","TX","11","H0TX11149","","James A.","Powell","Powell, James A.","","LIB","*","","","","4,321","2.78%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4594",4595,"Texas","TX","11","H0TX11156","","Jim","Howe","Howe, Jim","","GRE","","","","","1,449","0.93%","","","","",NA,NA,"2010"
"4597",4598,"Texas","TX","12","H6TX12060","(I)","Kay ","Granger","Granger, Kay ","","R","40,325","69.97%","","","109,882","71.86%","","","","",NA,NA,"2010"
"4598",4599,"Texas","TX","12","H0TX12188","","Mike","Brasovan","Brasovan, Mike","","R","10,943","18.99%","","","","","","","","",NA,NA,"2010"
"4599",4600,"Texas","TX","12","H0TX12204","","Matthew E.","Kelly","Kelly, Matthew E.","","R","6,361","11.04%","","","","","","","","",NA,NA,"2010"
"4601",4602,"Texas","TX","12","H8TX12058","","Tracey","Smith","Smith, Tracey","","D","6,849","100.00%","","","38,434","25.13%","","","","",NA,NA,"2010"
"4603",4604,"Texas","TX","12","H0TX12212","","Matthew","Solodow","Solodow, Matthew","","LIB","*","","","","4,601","3.01%","","","* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","",NA,NA,"2010"
"4604",4605,"Texas","TX","12","H0TX12220","","Robert","Harrison","Harrison, Robert","","LIB","","","","","","","","","","",NA,NA,"2010"
"4607",4608,"Texas","TX","13","H4TX13014","(I)","Mac","Thornberry","Thornberry, Mac","","R","59,070","100.00%","","","113,201","87.05%","","","","",NA,NA,"2010"
"4609",4610,"Texas","TX","13","H0TX13095","","Keith","Dyer","Dyer, Keith","","IND","","","","","11,192","8.61%","","","","",NA,NA,"2010"
