"","FEC_ID","Year","X.x","C10","M01","M10","M20","M30","M40","M50","S10","S20","S50","R10","X_first_score","X_second_score","total_spent","STATE.ABBREVIATION","DISTRICT","X.1","candidate.last","X.y","X1","STATE","incumbent","candidate.first","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","woman","Total population","18 years and over","Under 20","20 to 44 years","45 to 64 years","Over 65","Median age (years)","White","Black or African American","American Indian and Alaska Native","Asian","Native Hawaiian and Other Pacific Islander","Some other race","Two or more races","Hispanic or Latino (of any race)","Born in United States","Foreign born","Percent Over 16 In labor force","Unemployment Rate","Median (dollars)","Median household income (dollars)","Mean household income (dollars)","All people","Percent high school graduate or higher","Percent bachelor's degree or higher"
"397","H4AZ06045",2010,823,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,3050,"AZ","05",476,"Schweikert",1882,189,"Arizona","","David","Schweikert, David",NA,"R","26,678","37.23%","","","110,374","52.00%",0,0.594313445,0.314926041,0.671350179,0.334034857,0.502058382,0.304031008,0.388278388,0.831636749,0.051252038,0.047286527,0.088163381,0.0040123,0.073193841,0.127377686,0.177066578,0.825554499,0.155856155,0.692952638,0.19047619,0.15890338,0.43510489,0.341400986,0.097087379,0.941326531,0.451923077
"398","H4CA03096",2014,1509,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,422,"CA","03",1019,"Logue",18510,186,"California","","Dan","Logue, Dan",NA,"R","47,560","46.52%","","","71,036","47.28%",0,0.419876067,0.442043221,0.607221214,0.517537211,0.396269633,0.21970759,0.249084249,0.653647653,0.085840118,0.052139809,0.195746558,0.051896204,0.143591167,0.245580082,0.331789726,0.677238553,0.30649423,0.555792813,0.30952381,0.207612457,0.356086347,0.289918917,0.300970874,0.744897959,0.274038462
"399","H4CA11081",2010,853,0,0,0,0,0,0,0,0,1,0,0,0.293462401114089,0.154005492578857,4875,"CA","11",1074,"McNerney",444,445,"California","(I)","Jerry","McNerney, Jerry",NA,"D","48,772","100.00%","","","115,361","47.97%",0,0.437843268,0.483871627,0.500344297,0.408729922,0.684683837,0.280589009,0.406593407,0.470677701,0.102187424,0.02394127,0.260064804,0.013784842,0.467832879,0.236683496,0.318390033,0.513236051,0.478276762,0.683258005,0.238095238,0.432259782,0.612936761,0.591062899,0.16828479,0.772959184,0.556089744
"400","H4CA20082",2012,1298,0,0,0.879682997118156,0,0,0.120317002881844,0,0,0,0,0,0.317141484496749,0.196520682245506,1388,"CA","16",691,"Costa",34610,347,"California","(I)","Jim","Costa, Jim",NA,"D","25,355","42.67%","","","84,649","57.41%",0,0.414947274,0.098297421,0.922258844,0.549007476,0.093695176,0.090766071,0.084249084,0.495477474,0.070689172,0.048891763,0.159567939,0.016644039,0.703056998,0.099276715,0.693232359,0.580814676,0.422828761,0.522728572,0.880952381,0.117647059,0.163463326,0.122512232,0.631067961,0.280612245,0.049679487
"401","H4CA21072",2014,1510,0,0,0,0,0,0,0,0,0,0,0,0.234774162653261,0.0892902634112085,0,"CA","21",1215,"Renteria",273,274,"California","","Amanda","Renteria, Amanda",NA,"D","11,682","25.57%","","","33,470","42.17%",1,0.371031154,0.049203273,0.95885219,0.569032834,0.147267236,0.024701171,0.04029304,0.68383724,0.034693794,0.074285218,0.048856589,0.008456879,0.516435088,0.077950138,0.842062926,0.533917956,0.467529114,0.463454974,0.845238095,0.085706681,0.126578427,0.082342289,0.644012945,0.12755102,0.009615385
"402","H4CA22104",2014,1511,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,51,"CA","22",547,"Augilera-Marrero",2776,278,"California","","Suzanna ""Sam""","Augilera-Marrero, Suzanna ""Sam""",NA,"D","22,198","24.91%","","","37,289","27.96%",0,0.444169696,0.145119161,0.842429821,0.500181125,0.211796872,0.145038894,0.157509158,0.620444156,0.039317174,0.042157455,0.142904634,0.016569268,0.464473305,0.164555317,0.562017647,0.710497022,0.290701301,0.641507523,0.523809524,0.1415358,0.299803912,0.224216886,0.378640777,0.653061224,0.230769231
"403","H4CA23011",2014,1512,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1800,"CA","43",1419,"Waters",39912,400,"California","(I)","Maxine","Waters, Maxine",NA,"D","33,746","67.23%","","","69,681","70.96%",1,0.405567923,0.410517925,0.566402399,0.5891683,0.492616123,0.142428058,0.245421245,0.337218019,0.295432499,0.037929457,0.209047614,0.041563846,0.513034473,0.167713208,0.55237152,0.445610846,0.553903871,0.773796901,0.321428571,0.347817408,0.300970299,0.254688235,0.352750809,0.538265306,0.314102564
"404","H4CA41120",2014,1513,0.19975377039089,0,0,0,0,0,0,0,0.800246229609111,0,0,0.0993399687867666,0.109862477934834,3249,"CA","41",524,"Adams",38911,390,"California","","Steve","Adams, Steve",NA,"R","16,264","36.96%","","","35,936","43.36%",0,0.477167955,0.242688965,0.817254726,0.600906564,0.277609306,0.041798837,0.102564103,0.377971664,0.127997257,0.034472,0.112765048,0.017384959,0.932706062,0.117455632,0.699383497,0.560136613,0.440133526,0.650787444,0.404761905,0.195102475,0.328980509,0.222487275,0.252427184,0.492346939,0.120192308
"405","H4CA49032",2012,1051,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,2232,"CA","52",589,"Bilbray",57110,572,"California","(I)","Brian ","Bilbray, Brian ",NA,"R","61,930","41.02%","","","144,459","48.82%",0,0.440896191,0.62635418,0.405709879,0.621817193,0.521319416,0.213164883,0.296703297,0.624831719,0.03653641,0.013159926,0.367174964,0.016340318,0.087838066,0.223480608,0.152010327,0.601411512,0.386975186,0.795501752,0.166666667,0.458943306,0.6378197,0.529951884,0.148867314,0.969387755,0.815705128
"406","H4CA50055",2010,512,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,194,"CA","50",613,"Busby",7861,787,"California","","Francine","Busby, Francine",NA,"D","29,926","66.07%","","","97,818","38.96%",1,0.42419687,0.393133291,0.60996804,0.41743424,0.540871976,0.253348173,0.326007326,0.780202091,0.031429291,0.042296993,0.099191434,0.019632898,0.150822341,0.212164139,0.354099677,0.66215214,0.325814831,0.632203112,0.261904762,0.309821666,0.399656845,0.313883907,0.265372168,0.778061224,0.333333333
"407","H4CA52051",2014,1514,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,322279,"CA","52",728,"DeMaio",44111,442,"California","","Carl","DeMaio, Carl",NA,"R","44,954","35.26%","","","92,746","48.41%",0,0.440896191,0.62635418,0.405709879,0.621817193,0.521319416,0.213164883,0.296703297,0.624831719,0.03653641,0.013159926,0.367174964,0.016340318,0.087838066,0.223480608,0.152010327,0.601411512,0.386975186,0.795501752,0.166666667,0.458943306,0.6378197,0.529951884,0.148867314,0.969387755,0.815705128
"408","H4CA53059",2014,1844,0,0,0,0,0,0,0,0,1,0,0,0.293462401114089,0.154005492578857,4900,"CA","53",1442,"Wilske",44612,447,"California","","Larry A.","Wilske, Larry A.",NA,"R","18,384","20.67%","","","60,940","41.16%",0,0.469531014,0.606691111,0.397214584,0.755463722,0.318685598,0.175502207,0.26007326,0.578591262,0.112982286,0.026090828,0.265815641,0.026855247,0.196911179,0.220692905,0.371720594,0.581540307,0.389213813,0.819693466,0.452380952,0.331581049,0.431242287,0.336217954,0.207119741,0.854591837,0.487179487
"409","H4CO03167",2010,854,0,0,0,0,0,0,0,0,1,0,0,0.293462401114089,0.154005492578857,292,"CO","03",1585,"Salazar",8761,877,"Colorado","(I)","John","Salazar, John",NA,"D","46,148","100.00%","","","121,114","46.03%",0,0.421281115,0.54668685,0.467052912,0.380927605,0.553650212,0.382832106,0.435897436,0.913073472,0.005418856,0.094566003,0.012239397,0.006857751,0.093126897,0.079855759,0.272948719,0.894496501,0.092982548,0.602792554,0.19047619,0.126430663,0.244366685,0.203130713,0.326860841,0.869897959,0.366987179
"410","H4CO04074",2014,1515,0.106276150627615,0,0,0,0.0569037656903766,0,0,0,0,0.836820083682008,0,0.306241508952783,0.463357477804663,2390,"CO","04",1554,"Meyers",488,489,"Colorado","","Vic","Meyers, Vic",NA,"D","20,883","99.86%","","","83,727","29.22%",0,0.628392368,0.358679597,0.634344039,0.443453586,0.580300219,0.195947359,0.340659341,0.907608726,0.01577808,0.040225823,0.03195372,0.01029032,0.078075257,0.096601139,0.24251644,0.861598927,0.128491644,0.800480866,0.119047619,0.209209476,0.444140169,0.337117585,0.132686084,0.857142857,0.434294872
"411","H4CO04116",2014,1809,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,75,"CO","04",1534,"Laffey",48611,487,"Colorado","","Steve","Laffey, Steve",NA,"R","11,433","15.44%","","","","",0,0.628392368,0.358679597,0.634344039,0.443453586,0.580300219,0.195947359,0.340659341,0.907608726,0.01577808,0.040225823,0.03195372,0.01029032,0.078075257,0.096601139,0.24251644,0.861598927,0.128491644,0.800480866,0.119047619,0.209209476,0.444140169,0.337117585,0.132686084,0.857142857,0.434294872
"412","H4CO05055",2014,1516,0.507967318196181,0,0,0,0,0,0,0,0.424321762289532,0.067710919514287,0,-0.192033360111595,0.072736256373331,44306,"CO","05",1516,"Halter",49811,499,"Colorado","","Irv","Halter, Irv",NA,"D","16,412","100.00%","","","105,673","40.20%",0,0.539331174,0.468870096,0.5310835,0.542897831,0.472384378,0.218765338,0.278388278,0.805397791,0.081061039,0.040728316,0.038315853,0.020189226,0.094660693,0.214003754,0.178751347,0.859802219,0.092421291,0.715733324,0.380952381,0.15511046,0.339630137,0.254003355,0.174757282,0.954081633,0.443910256
"413","H4CO06087",2014,1517,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,327880,"CO","06",1583,"Romanoff",50411,505,"Colorado","","Andrew","Romanoff, Andrew",NA,"D","24,267","100.00%","","","118,847","42.99%",0,0.554060091,0.37584734,0.61505801,0.514514576,0.566306822,0.148528072,0.293040293,0.709476166,0.138061472,0.029768168,0.105819388,0.015736646,0.151145799,0.150522713,0.227158158,0.716277944,0.263870624,0.906411758,0.178571429,0.227708278,0.475438241,0.381036954,0.100323625,0.892857143,0.543269231
"414","H4FL02062",2014,1519,0.989181118888685,0,0,0,0,0,0,0,0.0108188811113155,0,0,-0.667832319056518,-0.0645908149213571,369724,"FL","02",2011,"Graham",58312,584,"Florida","","Gwen","Graham, Gwen",NA,"D","Unopposed","","","","126,096","50.48%",1,0.354936115,0.59810908,0.43156314,0.313690029,0.673461158,0.422520553,0.512820513,0.809289269,0.181357922,0.008812921,0.028489387,0.015269715,0.031936038,0.068768572,0.063384252,0.892687782,0.081442561,0.359414161,0.297619048,0.056494544,0.194617712,0.144544468,0.326860841,0.780612245,0.232371795
"415","H4FL07061",2014,1520,0.00404858299595142,0,0.644013880855986,0.351937536148062,0,0,0,0,0,0,0,0.297588101180498,0.172693819479501,3458,"FL","07",2236,"Smith",6121,613,"Florida","","David ","Smith, David ",NA,"R","8,316","18.70%","","","","",1,0.529553295,0.614084099,0.442372561,0.608889832,0.48006506,0.216143606,0.3003663,0.718927467,0.165811355,0.016131405,0.084073612,0.006438078,0.16532903,0.088614783,0.292217005,0.620429767,0.245440444,0.736829086,0.202380952,0.125632153,0.301629562,0.262697846,0.265372168,0.905612245,0.496794872
"416","H4IA03081",2014,1845,0,0,0,0,0,0,0,0,1,0,0,0.293462401114089,0.154005492578857,3150,"IA","03",2703,"Schultz",11351,1136,"Iowa","","Matt","Schultz, Matt",NA,"R","8,464","19.89%","*","","","",0,0.591075159,0.364976242,0.628928949,0.45621454,0.466096362,0.23380257,0.318681319,0.897354441,0.068775241,0.013102681,0.058958395,0.004460583,0.019161682,0.036730986,0.07021176,0.875609886,0.118251047,0.83980399,0.226190476,0.068006388,0.309515357,0.237792597,0.190938511,0.903061224,0.40224359
"417","H4IA03131",2014,1525,0.931884057971014,0,0,0,0.0681159420289855,0,0,0,0,0,0,-0.593811666790894,-0.11189725858019,690,"IA","03",2719,"Wright",11432,1144,"Iowa","","Edward B.","Wright, Edward B.",NA,"LIB","","","","","9,054","3.21%",0,0.591075159,0.364976242,0.628928949,0.45621454,0.466096362,0.23380257,0.318681319,0.897354441,0.068775241,0.013102681,0.058958395,0.004460583,0.019161682,0.036730986,0.07021176,0.875609886,0.118251047,0.83980399,0.226190476,0.068006388,0.309515357,0.237792597,0.190938511,0.903061224,0.40224359
"418","H4IL08126",2014,1905,0,0,0,0,0,0,0,0,0,0,1,0.327608910583265,0.207281368431262,1000,"IL","08",2957,"Kaifesh",9332,934,"Illinois","","Larry","Kaifesh, Larry",NA,"R","24,657","71.50%","","","66,878","44.27%",0,0.348148134,0.399919881,0.584350739,0.472656975,0.637785962,0.180539338,0.315018315,0.609247751,0.088152302,0.010092493,0.23712665,0.002540941,0.31514529,0.106936791,0.306523834,0.510988871,0.481796081,0.851882667,0.19047619,0.102941176,0.396656355,0.272924611,0.174757282,0.783163265,0.399038462
"419","H4IL12060",2014,1527,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,15110,"IL","12",2821,"Bost",9603,961,"Illinois","","Mike","Bost, Mike",NA,"R","33,066","100.00%","","","110,038","52.46%",0,0.277500867,0.513100472,0.467646186,0.389565843,0.657043689,0.332662038,0.428571429,0.767237364,0.241996368,0.014171461,0.015578032,0.007339392,0.018534462,0.090305294,0.027069998,0.96036116,0.027559092,0.589940268,0.357142857,0.020428533,0.185497912,0.136244653,0.355987055,0.841836735,0.221153846
"420","H4IL15055",2012,1052,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,2000,"IL","13",2896,"Gill",1317,1318,"Illinois","","David M.","Gill, David M.",NA,"D","15,536","50.26%","","","136,032","46.21%",0,0.314254573,0.601723102,0.538952507,0.477577161,0.460029875,0.279441088,0.296703297,0.806480439,0.169659446,0.006431736,0.063742934,0.003769771,0.009916662,0.070699961,0.034687366,0.919538743,0.07414157,0.555287178,0.369047619,0.028214001,0.190315601,0.151103063,0.466019417,0.900510204,0.33974359
"421","H4IN01012",2010,896,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"IN","01",3387,"Visclosky",16991,1700,"Indiana","(I)","Peter J. ","Visclosky, Peter J. ",NA,"D","41,982","100.00%","","","99,387","58.56%",0,0.351868363,0.447964867,0.543283644,0.383268727,0.638983123,0.292697438,0.41025641,0.683443725,0.269077455,0.013635359,0.019161003,0.00383639,0.162678202,0.077831858,0.173506138,0.90916141,0.080411492,0.590125421,0.380952381,0.056893798,0.253925994,0.190820289,0.30420712,0.854591837,0.209935897
"422","H4IN01012",2012,1426,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,5000,"IN","01",3388,"Visclosky",13631,1364,"Indiana","(I)","Peter J. ","Visclosky, Peter J. ",NA,"D","42,219","100.00%","","","187,743","67.28%",0,0.351868363,0.447964867,0.543283644,0.383268727,0.638983123,0.292697438,0.41025641,0.683443725,0.269077455,0.013635359,0.019161003,0.00383639,0.162678202,0.077831858,0.173506138,0.90916141,0.080411492,0.590125421,0.380952381,0.056893798,0.253925994,0.190820289,0.30420712,0.854591837,0.209935897
"423","H4IN02101",2010,897,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"IN","02",3196,"Donnelly",1713,1714,"Indiana","(I)","Joe","Donnelly, Joe",NA,"D","26,659","100.00%","","","91,341","48.18%",0,0.356218824,0.375846038,0.638482423,0.347720223,0.567910451,0.287765229,0.347985348,0.854037154,0.097779627,0.013672937,0.018527651,0.00382391,0.090342512,0.090278858,0.104786235,0.904675281,0.087890059,0.631556772,0.166666667,0.037330317,0.200542624,0.14421944,0.28802589,0.760204082,0.198717949
"424","H4IN04149",2010,513,0.486591672442288,0,0.513408327557712,0,0,0,0,0,0,0,0,-0.163567148575953,0.0739306626827673,18757,"IN","04",3341,"Sanders",1757,1758,"Indiana","","David","Sanders, David",NA,"D","7,615","51.55%","","","53,167","26.28%",0,0.440810925,0.463638484,0.599548683,0.447541594,0.501324689,0.248381624,0.293040293,0.881864396,0.061058411,0.009063003,0.050577543,0.00249937,0.069457886,0.060724023,0.060065126,0.910818833,0.086825603,0.682717275,0.130952381,0.046247006,0.24560069,0.177528977,0.242718447,0.841836735,0.264423077
"425","H4IN04172",2014,1870,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"IN","04",3187,"Dale",10402,1041,"Indiana","","John ","Dale, John ",NA,"D","3,742","42.18%","","","47,056","33.13%",0,0.440810925,0.463638484,0.599548683,0.447541594,0.501324689,0.248381624,0.293040293,0.881864396,0.061058411,0.009063003,0.050577543,0.00249937,0.069457886,0.060724023,0.060065126,0.910818833,0.086825603,0.682717275,0.130952381,0.046247006,0.24560069,0.177528977,0.242718447,0.841836735,0.264423077
"426","H4IN09072",2014,1873,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"IN","09",3146,"Bailey",10951,1096,"Indiana","","Bill","Bailey, Bill",NA,"D","10,394","45.39%","","","55,016","33.88%",0,0.43856989,0.519263343,0.551411663,0.42991586,0.559156413,0.275424338,0.355311355,0.928336519,0.036930848,0.007630941,0.041133453,0.002570197,0.023993868,0.062077418,0.02966506,0.939534599,0.053688348,0.672995226,0.130952381,0.05449827,0.248381426,0.18185881,0.258899676,0.87755102,0.272435897
"427","H4KS01059",2014,1528,0.135782253516002,0.72776231282863,0,0,0,0.136455433655368,0,0,0,0,0,0.163082634303302,0.114979210696542,54963,"KS","01",3463,"LaPolice",11603,1161,"Kansas","","Alan","LaPolice, Alan",NA,"R ","35,108","45.04%","","","","",0,0.306224663,0.413088898,0.631070325,0.439173666,0.307810156,0.31204311,0.278388278,0.892994647,0.032674125,0.038435099,0.020296455,0.015236363,0.108515583,0.079371512,0.174472717,0.873558301,0.118026283,0.74357276,0.154761905,0.028613255,0.203923458,0.126354524,0.317152104,0.826530612,0.256410256
"428","H4KS02131",2014,1529,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,66,"KS","02",3507,"Tucker",11672,1168,"Kansas","","Joshua Joel","Tucker, Joshua Joel",NA,"R ","18,680","30.86%","","","","",0,0.345860759,0.455965598,0.575086225,0.388141475,0.505631356,0.319511581,0.358974359,0.874795905,0.062739252,0.055727437,0.019608443,0.003035985,0.044805371,0.143306609,0.069068991,0.961306547,0.031753812,0.693095304,0.154761905,0.035666755,0.215139375,0.152850087,0.284789644,0.918367347,0.309294872
"429","H4KY02089",2014,1530,0.752293577981651,0,0,0,0.247706422018349,0,0,0,0,0,0,-0.370932894462809,-0.230319110029199,1635,"KY","02",3576,"Leach",11941,1195,"Kentucky","","Ron","Leach, Ron",NA,"D","Unopposed","","","","69,898","30.81%",0,0.455254382,0.424558117,0.585417051,0.393817576,0.594028071,0.271318393,0.36996337,0.908223136,0.069237288,0.006641511,0.029979795,0.006969416,0.019422109,0.070684249,0.027397673,0.926718077,0.058474365,0.555811404,0.321428571,0.048243279,0.18962253,0.133621215,0.365695793,0.767857143,0.189102564
"430","H4KY03244",2014,1531,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,438,"KY","03",3605,"Puccetti",12002,1201,"Kentucky","","Gregory Peter","Puccetti, Gregory Peter",NA,"IND","Unopposed","","","","2,318","0.94%",0,0.39528215,0.492786489,0.500110714,0.461656754,0.553400076,0.284036294,0.351648352,0.681586754,0.337499612,0.00687565,0.041981521,0.004947276,0.014171124,0.065498207,0.05812011,0.847560263,0.144846745,0.707042324,0.285714286,0.062483364,0.223853475,0.181046241,0.352750809,0.867346939,0.389423077
"431","H4LA06179",2014,1532,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,2000,"LA","06",3789,"Whitney",12481,1249,"Louisiana","","Lenar","Whitney, Lenar",NA,"R","n/a","","","","19,151","7.41%",1,0.508651802,0.414178901,0.611576096,0.53949561,0.377253749,0.203726872,0.256410256,0.651245074,0.370519014,0.018699767,0.032558302,0,0.057646384,0.024070147,0.047595172,0.927231831,0.064587848,0.678261601,0.25,0.077122704,0.291495512,0.228082395,0.326860841,0.81122449,0.322115385
"432","H4MA03022",2010,899,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"MA","03",3865,"McGovern",22831,2284,"Massachusetts","(I)","James P.","McGovern, James P.",NA,"D","32,108","99.15%","","","122,708","56.46%",0,0.449370972,0.521520548,0.469920801,0.446940392,0.78291981,0.226570546,0.399267399,0.719680598,0.053505883,0.011077532,0.126132972,0.005964489,0.318924533,0.080260936,0.230695955,0.615954845,0.323608875,0.797480553,0.273809524,0.191043386,0.429518062,0.368059062,0.148867314,0.831632653,0.453525641
"433","H4MA09052",2014,1533,0.209122807017544,0,0.503157894736842,0,0,0.287719298245614,0,0,0,0,0,0.0974674873842702,0.123871903110281,2850,"MA","09",3795,"Alliegro",1422,1423,"Massachusetts","","Mark C.","Alliegro, Mark C.",NA,"R","9,049","30.60%","","","","",0,0.405658751,0.636569584,0.358694662,0.255997987,0.760267269,0.492821643,0.615384615,0.89291013,0.046219106,0.019748927,0.018489469,0,0.108839252,0.07228986,0.056771875,0.818986746,0.159677966,0.646724309,0.202380952,0.200958211,0.389691837,0.328394073,0.174757282,0.882653061,0.443910256
"434","H4MD01101",2014,1907,0,0,0,0,0,0,0,0,0,0,1,0.327608910583265,0.207281368431262,1743,"MD","01",4171,"Tilghman",12833,1284,"Maryland","","Bill","Tilghman, Bill",NA,"D","19,937","57.12%","","","73,843","29.49%",0,0.385639585,0.544098876,0.468625268,0.275593139,0.806919142,0.378420685,0.523809524,0.817608871,0.178391795,0.010697298,0.031538447,0.000555781,0.023282791,0.06133443,0.040647776,0.914494886,0.073991161,0.660873351,0.119047619,0.13721054,0.41382254,0.32552106,0.190938511,0.864795918,0.368589744
"435","H4MD04113",2014,1534,0.229327648991918,0,0,0,0.00710542676969535,0,0,0,0,0,0.763566924238387,0.0985859605704281,0.137751205745844,11259,"MD","04",3962,"Christopher",13071,1308,"Maryland","","Warren","Christopher, Warren",NA,"D","8,021","13.01%","","","","",0,0.425407288,0.425635361,0.554130759,0.474594011,0.648106748,0.195798355,0.340659341,0.152730523,0.779150116,0.008906876,0.045636424,0.003558655,0.359158329,0.093411739,0.187084465,0.640036265,0.352833133,0.896423757,0.333333333,0.173076923,0.483002857,0.359538693,0.13592233,0.770408163,0.408653846
